Week,Prospect_Number,First_Name,Last_Name,Title,Company,Industry,Company_Size,Website,LinkedIn_URL,Email,Phone,Connection_Type,ICP_Segment,Tech_Stack,Current_System,Outreach_Status,Call_Scheduled_Date,Call_Completed_Date,Call_Duration_Min,Call_Type,ICP_Score_Manual_Effort_1_10,ICP_Score_Compliance_1_10,ICP_Score_Performance_1_10,ICP_Score_Budget_1_10,ICP_Score_Timeline_1_10,ICP_Score_Tech_Fit_1_10,ICP_Score_Business_Impact_1_10,ICP_Score_Sponsor_1_10,Overall_ICP_Score_1_10,Qualification_Status,Key_Pain_Point,Annual_Manual_Effort_Hours,Annual_Manual_Effort_Cost,Compliance_Requirement,Decision_Timeline_Weeks,Budget_Status,Executive_Sponsor_Name,Executive_Sponsor_Title,Competitive_Alternative,Revenue_At_Risk,Revenue_At_Risk_Currency,ROI_Worksheet_Complete,POC_Proposal_Status,Technical_Deep_Dive_Scheduled,Next_Action,Next_Action_Date,Notes,Last_Updated
3,1,Sarah,Chen,VP Product Operations,Intercom,SaaS,500+,www.intercom.io,linkedin.com/in/sarahchen,sarah@intercom.io,(415)555-1234,Warm Intro - Advisor,Enterprise SaaS,GCP + Postgres,Manual + Scripts,Email sent,2/13/26,2/13/26,42,Discovery,8,9,6,8,9,8,8,9,8.25,Qualified,"3-5 FTE wasted on manual SKU changes, compliance audit flagged entitlement trail gap, wants faster pricing launches",3600,450000,SOC2,3,Pre-approved,Sarah Chen,VP Product Operations,Database triggers,50000,USD,Yes,Ready to send,Yes,Send POC proposal,2/21/26,"Strong fit - manual effort high, compliance pain, executive sponsor engaged, GCP native. ROI: 2.5x Y1",2/21/26
3,2,Michael,Rodriguez,Director Platform Engineering,Twilio,CPaaS,1000+,www.twilio.com,linkedin.com/in/mrodriguez,michael.r@twilio.com,(415)555-5678,Warm Intro - Investor,Cloud Platform,GCP + Pub/Sub,Database triggers,LinkedIn message sent,2/14/26,,0,Outreach pending,7,8,9,7,8,9,9,8,8.125,Pending,"Multi-tenant latency issues, revenue leakage from quota bugs, audit trail gaps",2400,300000,SOC2,4,Request needed,TBD,TBD,Custom system,500000,USD,No,Not started,No,Schedule call,2/16/26,"High-value prospect - CPaaS plays to our scale advantage. Need to reach by mid-week",2/14/26
4,13,Angela,O'Brien,Director Billing,Uber,CPaaS,2000+,www.uber.com,linkedin.com/in/aobrien,angela.o@uber.com,(415)555-9999,Cold outreach,CPaaS,Multi-cloud,Custom system,Email sent 2/13,Pending,0,Outreach pending,7,6,9,4,6,3,8,4,6.125,Pending,"Complex multi-region billing, latency issues at scale, compliance needs (GDPR,CCPA). Multi-cloud may be blocker",5000,625000,GDPR + CCPA,10,Budget cycle Q3,TBD,TBD,Custom system,1000000,USD,No,Not started,No,Follow-up Week 5,3/3/26,"Very high value but long timeline (Q3 budget). De-prioritize for immediate POCs but monitor.",2/13/26
4,14,Vincent,Patel,VP Engineering,OKX,Crypto/Fintech,300+,www.okx.com,linkedin.com/in/vpatel,vincent.p@okx.com,N/A,Advisor referral,Fintech,Multi-cloud,Custom system,LinkedIn message sent,2/21/26,Pending,0,Discovery pending,6,7,8,3,5,2,7,6,5.5,Pending,"High-volume tx processing, latency critical, compliance fragmented by region, new market entry = 2-3 months cycle",8000,1000000,Multiple regional,6,Request dependent,Vincent Patel,VP Eng,Custom system,2000000,USD,No,Not started,No,Wait for call response,2/23/26,"Interesting but risky - crypto regulatory uncertainty. Lower priority. Watch for market shift.",2/21/26
4,15,Rachel,Kim,SVP Product,Notion,SaaS,200+,www.notion.com,linkedin.com/in/rkim,rachel.k@notion.com,(415)555-1111,Warm intro pending,Enterprise SaaS,GCP + Postgres,Database triggers,Intro request sent 2/14,Pending,0,Outreach pending,9,8,6,9,9,8,8,9,8.375,Pending,"Scale entitlements to 50K+ seats per workspace, auditors want receipt ledger, time-to-market for new tier = 1 day ideal",4000,500000,SOC2,2,Pre-approved,Rachel Kim,SVP Product,Database triggers,75000,USD,No,Not started,No,Confirm warm intro call,2/17/26,"Excellent fit - high urgency, GCP native, very strong sponsor. If we get intro this week, priority call for Week 4.",2/14/26
4,16,Marcus,Lewis,Director Customer Success,Intercom,SaaS,500+,www.intercom.io,linkedin.com/in/mlewis,marcus.l@intercom.io,(415)555-2222,Warm intro - Conf,Enterprise SaaS,GCP + Postgres,Manual + Scripts,Call scheduled,2/19/26,2/19/26,31,Discovery,8,7,5,7,8,8,7,8,7.5,Good Fit,"Customer escalations from tier misconfigurations, audit trail for customer success issues, speed up resolution process",2000,250000,SOC2,3,Request needed,Marcus Lewis,Dir Cust Success,Database triggers,100000,USD,Yes,Drafting,No,Send technical intro email,2/21/26,"Customer Success angle - different from Product Ops. Shows broader internal need. Could drive additional value.",2/19/26
4,17,Yuki,Tanaka,VP Product,Rakuten,Commerce,1000+,www.rakuten.co.jp,linkedin.com/in/ytanaka,yuki.t@rakuten.co.jp,+81901234567,Cold outreach,E-commerce Platform,Multi-cloud,Custom system,Email sent 2/15,Pending,0,Outreach pending,7,4,6,3,8,2,6,3,5,Pending,"Regional multi-tier complexity, manual rule management across APAC/JP/EU, compliance fragmented, time-to-market = 4 weeks",6000,750000,Multiple regional,8,Approval in progress,TBD,TBD,Custom system,300000,USD,No,Not started,No,Follow-up Week 5,3/3/26,"Interesting but long sales cycle expected. Multi-regional complexity could be advantage. Time-zone challenge.",2/15/26
4,18,Sofia,Rossi,VP Engineering,Shopify,E-commerce Platform,1000+,www.shopify.com,linkedin.com/in/srossi,sofia.r@shopify.com,(647)555-1234,Warm intro request,Enterprise SaaS,Multi-cloud,Database triggers,Intro request sent 2/13,Pending,0,Outreach pending,6,5,7,5,4,4,6,4,5.25,Pending,"Seller commission structure, latency issues at scale (100K+ sellers), audit gaps for seller disputes",4000,500000,None,10,2026 Budget allocated,TBD,TBD,Legacy system,200000,USD,No,Not started,No,Wait for intro,2/20/26,"Secondary Shopify contact. Lower priority given timeline (2026 budget). Engineering focus vs Ops.",2/13/26
4,19,Carlos,Mendez,CFO,StockX,Marketplace,400+,www.stockx.com,linkedin.com/in/cmendez,carlos.m@stockx.com,(248)555-5678,Advisor referral,Marketplace,AWS + Postgres,Custom system,Email sent 2/14,Pending,0,Outreach pending,7,6,5,8,5,3,8,6,6.25,Pending,"Seller fee structure critical, manual audit quarterly, compliance findings (audit trail), revenue leakage from fee errors",3500,437500,SOC2,7,Pre-approved,Carlos Mendez,CFO,Database triggers,250000,USD,No,Not started,No,Send follow-up,2/21/26,"Good prospect - AWS not GCP concern. Finance angle (CFO) is strong. Moderate timeline.",2/14/26
4,20,Priya,Verma,Product Manager,Amazon,Cloud,5000+,www.amazon.com,linkedin.com/in/pverma,priya.v@amazon.com,(206)555-9876,Cold outreach,Cloud Platform,AWS + Multi,Custom system,Email sent 2/15,Pending,0,Outreach pending,6,4,7,2,3,1,7,2,4.5,Pending,"Custom systems for different regions, decentralized audit trails, some latency issues, mostly internal political will challenge",10000,1250000,Multiple govts,12,2027 planning,TBD,TBD,Custom system,5000000,USD,No,Not started,No,De-prioritize,4/30/26,"Very low fit - AWS ecosystem, long budget cycle, internal politics. De-prioritize completely.",2/15/26
4,21,Dmitri,Sokolov,VP Product,Gojek,CPaaS,1000+,www.gojek.co.id,linkedin.com/in/dsokolov,dmitri.s@gojek.co.id,+62812345678,Advisor referral,CPaaS,GCP + Pub/Sub,Database triggers,Email sent 2/16,Pending,0,Outreach pending,8,6,9,6,5,9,7,6,7.125,Pending,"Southeast Asia operations, latency critical for driver tier management, compliance varies by country, audit trail gaps",4000,500000,Multiple regional,7,Pre-approved,Dmitri Sokolov,VP Product,Custom system,400000,USD,No,Not started,No,Schedule call,2/19/26,"Excellent technical fit (GCP + Pub/Sub). Regional complexity advantage. High potential.",2/16/26
4,22,Amara,Okafor,VP Compliance,Revolut,Fintech,200+,www.revolut.com,linkedin.com/in/aokafor,amara.o@revolut.com,+44201234567,Warm intro pending,Fintech,AWS + Lambda,Manual reconciliation,Intro request sent 2/12,Pending,0,Outreach pending,5,10,4,8,7,4,9,9,7.25,Pending,"Regulatory compliance fragmented (UK/EU/APAC), audit findings on fee logic, compliance officer highest priority",5000,625000,Multiple FCA/PCI,4,Pre-approved,Amara Okafor,VP Compliance,Legacy system,300000,USD,No,Not started,No,Confirm intro call,2/16/26,"Second Revolut contact (different angle - Compliance vs CFO). Could strengthen deal. Multiple stakeholders is positive.",2/12/26
4,23,Marcus,Oh,VP Engineering,Grab,CPaaS,1000+,www.grab.com,linkedin.com/in/moh,marcus.o@grab.com,+6501234567,Cold outreach,CPaaS,GCP + Multi,Database triggers,Email sent 2/17,Pending,0,Outreach pending,8,5,9,5,5,8,8,5,6.875,Pending,"Multi-country tier complexity, latency issues at scale (10K RPS target), audit needs (Malaysia/Singapore/etc)",4500,562500,Multiple regional,8,Q2 planning,TBD,TBD,Custom system,600000,USD,No,Not started,No,Follow-up Week 5,3/3/26,"Strong prospect - GCP + Pub/Sub ideal. Southeast Asia play. Q2 timeline is slightly extended.",2/17/26
4,24,Elena,Kozlov,Director Product,Wise,Fintech,500+,www.wise.com,linkedin.com/in/ekozlov,elena.k@wise.com,+44208765432,Warm intro request,Fintech,GCP + Postgres,Manual reconciliation,Intro request sent 2/15,Pending,0,Outreach pending,7,8,5,7,6,8,8,7,7,Pending,"International market expansion = new fee tiers monthly, compliance audits every 6 months, audit trail critical",4500,562500,GDPR + Multiple,4,Pre-approved,Elena Kozlov,Director Product,Legacy system,200000,USD,No,Not started,No,Confirm intro call,2/18/26,"Second Wise contact (Product vs Finance). Reinforces internal priority. Multiple stakeholders positive signal.",2/15/26
4,25,David,Kimura,SVP Engineering,Cloudflare,Cloud Platform,600+,www.cloudflare.com,linkedin.com/in/dkimura,david.k@cloudflare.com,(415)555-5555,Advisor referral,Cloud Platform,Multi-cloud,Database triggers,Email sent 2/17,Pending,0,Outreach pending,7,6,8,6,5,4,7,5,6.25,Pending,"DDoS mitigation + security tiers, latency SLA <100ms, no receipt ledger for enterprise customers, scale = 1M+ RPS",5000,625000,SOC2,6,Not allocated,TBD,TBD,Custom system,500000,USD,No,Not started,No,Nurture - check Q3,3/15/26,"Good prospect but lower urgency (budget not allocated). Multi-cloud is concern. Later timeline.",2/17/26
4,26,Nadia,Hansen,VP Product Operations,Figma,SaaS,400+,www.figma.com,linkedin.com/in/nhansen,nadia.h@figma.com,(415)555-6789,Advisor referral,Enterprise SaaS,GCP + Multi,Database triggers,Email sent 2/18,Pending,0,Outreach pending,6,5,5,7,7,7,6,6,6.125,Pending,"Team collaboration tier management, manual process for adding new team features, audit trail nice-to-have not critical",1500,187500,SOC2,8,Not allocated,TBD,TBD,Database triggers,50000,USD,No,Not started,No,Nurture sequence,3/15/26,"Good company but lower pain intensity. Budget not allocated. Nurture for future expansion.",2/18/26
4,27,Jung,Park,CTO,Kakao,Tech Conglomerate,3000+,www.kakao.com,linkedin.com/in/jpark,jung.p@kakao.com,+82212345678,Cold outreach,Tech Platform,AWS + Multi,Custom system,Email sent 2/14,Pending,0,Outreach pending,6,5,7,2,4,2,6,3,4.75,Pending,"Multiple internal business units with tier systems, cultural resistance to centralized systems, long political sales cycle",3000,375000,Multiple regional,24,2027 budget,TBD,TBD,Custom system,1000000,USD,No,Not started,No,De-prioritize,6/30/26,"Enterprise but very long sales cycle. Multi-cloud. De-prioritize given current runway.",2/14/26
4,28,Sophie,Laurent,VP Revenue,Docusign,SaaS,1000+,www.docusign.com,linkedin.com/in/slaurent,sophie.l@docusign.com,(415)555-7890,Advisor referral,Enterprise SaaS,AWS + Multi,Custom system,Email sent 2/19,Pending,0,Outreach pending,5,5,5,6,6,3,5,5,5.125,Pending,"E-signature tier structure, audit requirements for regulated industries, time-to-market = 2 weeks",2500,312500,SOC2,8,Not allocated,TBD,TBD,Database triggers,100000,USD,No,Not started,No,Nurture,3/15/26,"Lower pain intensity. AWS-focused. Budget not allocated. Secondary priority.",2/19/26
4,29,Aleksandr,Petrov,VP Engineering,Yandex,Tech Platform,2000+,www.yandex.ru,linkedin.com/in/apetrov,aleksandr.p@yandex.ru,+79121234567,Cold outreach,Tech Platform,AWS + Multi,Custom system,Email sent 2/16,Pending,0,Outreach pending,7,4,7,2,3,1,6,2,4,Pending,"Significant latency issues at scale (Russia/APAC), compliance fragmented, political blocker = import laws",4000,500000,Multiple regional,18,Budget TBD,TBD,TBD,Custom system,800000,USD,No,Not started,No,Monitor only,6/30/26,"Risky - geopolitical concerns. Import/export complexity. De-prioritize. Monitor for market changes.",2/16/26
4,30,Fatima,Ahmed,VP Product,Noon,E-commerce Platform,600+,www.noon.com,linkedin.com/in/fahmed,fatima.a@noon.com,+966112345678,Advisor referral,E-commerce Platform,AWS + GCP,Database triggers,Email sent 2/18,Pending,0,Outreach pending,6,4,6,5,5,7,6,4,5.5,Pending,"Middle East expansion, tier management per country (KSA/UAE/etc), compliance varies, audit trail needed for investor relations",2000,250000,Multiple regional,7,Pre-approved,Fatima Ahmed,VP Product,Custom system,150000,USD,No,Not started,No,Schedule call,2/21/26,"Interesting regional play (Middle East). GCP presence is good. Moderate urgency.",2/18/26
